prompt,completion
"
"If somebody is a film star this mean that has got a different kind of life , more comfortable , more interesting but it does n't mean that he or she ca n't be like normal people even if he or she is a star .","If	c
somebody	c
is	c
a	c
film	c
star	c
this	c
mean	i
that	c
has	i
got	c
a	c
different	c
kind	c
of	c
life	c
,	c
more	i
comfortable	c
,	c
more	c
interesting	c
but	i
it	c
does	c
n't	c
mean	c
that	c
he	c
or	c
she	c
ca	c
n't	c
be	c
like	c
normal	c
people	c
even	c
if	c
he	c
or	c
she	c
is	c
a	c
star	c
.	c
"
If somebody wants to be famous of cource must be on the top and the mass media will be following him or her .,"If	c
somebody	c
wants	c
to	c
be	c
famous	c
of	c
cource	i
must	i
be	c
on	c
the	c
top	c
and	c
the	c
mass	c
media	c
will	c
be	c
following	c
him	c
or	c
her	c
.	c
"
But I think that the are limits .,"But	c
I	c
think	c
that	c
the	i
are	c
limits	c
.	c
"
Everybody deserve to have a private life even if he is a plumber or even if she is a famous singer .,"Everybody	c
deserve	i
to	c
have	c
a	c
private	c
life	c
even	c
if	c
he	c
is	c
a	c
plumber	c
or	c
even	c
if	c
she	c
is	c
a	c
famous	c
singer	c
.	c
"
It does n't matter what kind of carreer or job you are follow .,"It	c
does	c
n't	c
matter	c
what	c
kind	c
of	c
carreer	i
or	c
job	c
you	c
are	i
follow	i
.	c
"
You must control your behaviour and try not implove so much yourself .,"You	c
must	c
control	c
your	c
behaviour	c
and	c
try	c
not	c
implove	c
so	c
much	c
yourself	c
.	c
"
And finally the journalists the should know how to respect the private life of everyone and not trying to make money for a living by using the reputation of the famous people .,"And	c
finally	c
the	c
journalists	c
the	c
should	c
know	c
how	c
to	c
respect	c
the	c
private	c
life	i
of	c
everyone	c
and	c
not	c
trying	i
to	c
make	c
money	c
for	c
a	c
living	c
by	c
using	c
the	c
reputation	c
of	c
the	c
famous	c
people	c
.	c
"
"Dear Mr Robertson , Firstly , I 'm writing to thank you the great opportunity you give us , especially in planing all this programme in a such acurate way .","Dear	c
Mr	c
Robertson	c
,	c
Firstly	c
,	c
I	c
'm	c
writing	c
to	c
thank	c
you	c
the	i
great	c
opportunity	c
you	c
give	i
us	c
,	c
especially	c
in	c
planing	i
all	c
this	c
programme	c
in	c
a	i
such	i
acurate	i
way	c
.	c
"
"I think that this programme has a good organisation , as you know , due to we have enough time to visit plenty of local interest points .","I	c
think	c
that	c
this	c
programme	c
has	i
a	c
good	i
organisation	i
,	c
as	c
you	c
know	c
,	c
due	i
to	i
we	c
have	c
enough	c
time	c
to	c
visit	c
plenty	c
of	c
local	c
interest	c
points	c
.	c
"
"But , I was wondering , like a student of this college , if we would change part of this programme ... we 'd like to go to the London Fashion and Leisure Show .","But	c
,	c
I	c
was	c
wondering	c
,	c
like	i
a	c
student	c
of	c
this	c
college	c
,	c
if	c
we	c
would	i
change	c
part	c
of	c
this	c
programme	c
...	c
we	c
'd	c
like	c
to	c
go	c
to	c
the	c
London	c
Fashion	c
and	c
Leisure	c
Show	c
.	c
"
It takes place on Tuesday 14th and begins at ten o'clock .,"It	c
takes	c
place	c
on	c
Tuesday	c
14th	c
and	c
begins	c
at	c
ten	c
o'clock	c
.	c
"
"In this way , we can go to visit the Science Museum earlier in the morning and the , we can go to the show .","In	c
this	c
way	c
,	c
we	c
can	c
go	c
to	c
visit	c
the	c
Science	c
Museum	c
earlier	c
in	c
the	c
morning	c
and	c
the	i
,	c
we	c
can	c
go	c
to	c
the	c
show	c
.	c
"
"Front my point of view , we are very interested in the latest fashions like the leisure , sports wear , make up , hairstyles , you know ...","Front	i
my	c
point	c
of	c
view	c
,	c
we	c
are	c
very	c
interested	c
in	c
the	c
latest	c
fashions	c
like	c
the	c
leisure	c
,	i
sports	i
wear	i
,	c
make	c
up	c
,	c
hairstyles	c
,	c
you	c
know	c
...	c
"
I strongly believe that we will be at the right time and best city to appreciate it .,"I	c
strongly	c
believe	c
that	c
we	c
will	c
be	c
at	i
the	i
right	i
time	i
and	i
best	i
city	i
to	c
appreciate	c
it	c
.	c
"
Please let me know if you are agree with us !,"Please	c
let	c
me	c
know	c
if	c
you	c
are	c
agree	c
with	c
us	c
!	c
"
Oh I forgot about it !,"Oh	c
I	c
forgot	c
about	c
it	i
!	c
"
"Besides , this show is gree ( another positiu point ) .","Besides	i
,	c
this	c
show	c
is	c
gree	i
(	c
another	c
positiu	i
point	c
)	c
.	c
"
Looking forward to hearing from you .,"Looking	c
forward	c
to	c
hearing	c
from	c
you	c
.	c
"
Yours sincerely FANCY GETTING TO KNOW THE FUTURE ?,"Yours	c
sincerely	c
FANCY	c
GETTING	c
TO	c
KNOW	c
THE	c
FUTURE	c
?	c
"
Do you think you 've the future in your hands ?,"Do	c
you	c
think	c
you	c
've	c
the	i
future	c
in	c
your	c
hands	c
?	c
"
Do you think we 're living like old times ?,"Do	c
you	c
think	c
we	c
're	c
living	c
like	c
old	i
times	c
?	c
"
Would you like living in a modern way ?,"Would	c
you	c
like	c
living	i
in	c
a	c
modern	c
way	c
?	c
"
What do you expect about the future ?,"What	c
do	c
you	c
expect	c
about	i
the	c
future	c
?	c
"
Can you compare it ... ?,"Can	c
you	c
compare	c
it	c
...	c
?	c
"
Are you afraid ?,"Are	c
you	c
afraid	c
?	c
"
"Well , you can look at your house ... Nowadays , we have all kind of instruments to washing up the dishes , to cook to be more comfortable , for example the TV , the video recorder , etc .","Well	c
,	c
you	c
can	c
look	c
at	c
your	c
house	c
...	c
Nowadays	c
,	c
we	c
have	c
all	c
kind	i
of	c
instruments	c
to	i
washing	c
up	c
the	c
dishes	c
,	c
to	i
cook	i
to	c
be	c
more	c
comfortable	i
,	c
for	c
example	c
the	c
TV	c
,	c
the	c
video	c
recorder	c
,	c
etc	c
.	c
"
"Maybe , in a few years later we 'll have a bigger TV , a more suitable radio but , from my point of view , I think these facts will not change the way of our lifes .","Maybe	c
,	c
in	c
a	c
few	c
years	c
later	i
we	c
'll	c
have	c
a	c
bigger	c
TV	c
,	c
a	c
more	c
suitable	c
radio	c
but	c
,	c
from	i
my	i
point	i
of	i
view	i
,	c
I	c
think	c
these	c
facts	c
will	c
not	c
change	c
the	i
way	c
of	c
our	c
lifes	i
.	c
"
We will be able to accelerate the process of the computer 's games for example ...,"We	c
will	c
be	c
able	c
to	c
accelerate	i
the	c
process	i
of	c
the	c
computer	c
's	c
games	c
for	c
example	c
...	c
"
But not in the strange way you can imagine ...,"But	c
not	c
in	c
the	i
strange	c
way	c
you	c
can	c
imagine	c
...	c
"
I mean I do n't think we 'll change cars by aereoplanes ...,"I	c
mean	c
I	c
do	c
n't	c
think	c
we	c
'll	c
change	c
cars	c
by	i
aereoplanes	i
...	c
"
"In this way , you have to be calm because as you know the things are developing in the same way you'r changing , too .","In	i
this	i
way	i
,	c
you	c
have	c
to	c
be	c
calm	c
because	c
as	c
you	c
know	c
the	c
things	c
are	c
developing	c
in	i
the	c
same	c
way	c
you'r	i
changing	c
,	c
too	c
.	c
"
"In conclusion , I strongly believe that the the house of the future will be the house of a new mindness it will be a very positiu point for opening our lifes .","In	c
conclusion	c
,	c
I	c
strongly	c
believe	c
that	c
the	c
the	c
house	c
of	c
the	c
future	c
will	c
be	c
the	c
house	c
of	c
a	c
new	c
mindness	i
it	i
will	c
be	c
a	c
very	c
positiu	i
point	c
for	c
opening	c
our	i
lifes	i
.	c
"
"So , we have the future in our hands !","So	c
,	c
we	c
have	c
the	c
future	c
in	c
our	c
hands	c
!	c
"
Think about it .,"Think	c
about	c
it	c
.	c
"
"Dear Principal , First of all , we would like to thank you for good programme which provides us 3 days stay in London .","Dear	c
Principal	c
,	c
First	c
of	c
all	c
,	c
we	c
would	c
like	c
to	c
thank	c
you	c
for	c
good	i
programme	c
which	c
provides	c
us	c
3	i
days	c
stay	c
in	c
London	c
.	c
"
"It contains a wide range of activities for example , sightseeing , river trip , visiting science museum and gallery , shopping .","It	c
contains	c
a	c
wide	c
range	c
of	c
activities	c
for	c
example	c
,	c
sightseeing	c
,	c
river	i
trip	c
,	c
visiting	c
science	i
museum	c
and	c
gallery	c
,	c
shopping	c
.	c
"
It is certain that the programme will give the students considerable enjoyment .,"It	c
is	c
certain	c
that	c
the	c
programme	c
will	c
give	c
the	c
students	c
considerable	c
enjoyment	c
.	c
"
"However , we have found an advertisement for the London Fashion and Leisure show , which will be held at Central Exhibition Hall on 14th of March .","However	c
,	c
we	c
have	c
found	c
an	c
advertisement	c
for	c
the	c
London	c
Fashion	c
and	c
Leisure	c
show	c
,	c
which	c
will	c
be	c
held	c
at	c
Central	c
Exhibition	c
Hall	c
on	c
14th	c
of	c
March	c
.	c
"
"The advertisement says that the show is full of many interesting programmes , such as the latest fashions , leisure and sports wear , make up and hairstyles etc .","The	c
advertisement	c
says	c
that	c
the	c
show	c
is	c
full	c
of	c
many	c
interesting	c
programmes	c
,	c
such	c
as	c
the	c
latest	c
fashions	c
,	c
leisure	c
and	c
sports	c
wear	c
,	c
make	c
up	c
and	c
hairstyles	c
etc	c
.	c
"
"Moreover , students are allowed to admit for free .","Moreover	c
,	c
students	c
are	c
allowed	c
to	c
admit	i
for	c
free	c
.	c
"
"All of us would like to attend the show because young people , particularly girls are interested in fashion and make up , so we are expecting the show will be the great opportunity to see what the new trend in fashion will be like .","All	c
of	c
us	c
would	c
like	c
to	c
attend	c
the	c
show	c
because	c
young	c
people	c
,	c
particularly	c
girls	c
are	c
interested	c
in	c
fashion	c
and	c
make	c
up	c
,	c
so	c
we	c
are	c
expecting	c
the	c
show	c
will	i
be	c
the	i
great	c
opportunity	c
to	c
see	c
what	c
the	c
new	c
trend	i
in	c
fashion	c
will	c
be	c
like	c
.	c
"
It would be grateful if you give a little change in programme so that we are able to attend the show .,"It	c
would	c
be	c
grateful	i
if	c
you	c
give	i
a	c
little	c
change	c
in	c
programme	i
so	c
that	c
we	c
are	c
able	c
to	c
attend	c
the	c
show	c
.	c
"
"It seems to be good to change the programme of 14th into the London Fashion and Leisure show , instead of the science museum and shopping .","It	c
seems	c
to	c
be	c
good	c
to	c
change	c
the	c
programme	c
of	c
14th	c
into	i
the	c
London	c
Fashion	c
and	c
Leisure	c
show	c
,	c
instead	c
of	c
the	c
science	c
museum	c
and	c
shopping	c
.	c
"
I am looking forward to hearing from you .,"I	c
am	c
looking	c
forward	c
to	c
hearing	c
from	c
you	c
.	c
"
Technical and Warm Home People 's way of life has considerably been changed by rapdily developing mordern technology .,"Technical	c
and	c
Warm	c
Home	c
People	c
's	c
way	c
of	c
life	c
has	c
considerably	i
been	i
changed	i
by	c
rapdily	i
developing	c
mordern	i
technology	c
.	c
"
"To begin with , it will be good to look back on how our parents have lived in a house .","To	c
begin	c
with	c
,	c
it	c
will	c
be	c
good	c
to	c
look	c
back	c
on	c
how	c
our	c
parents	c
have	c
lived	c
in	c
a	c
house	c
.	c
"
"50 years ago , Korean mothers should have made a fire by burning woods to warm a room up and make food .","50	c
years	c
ago	c
,	c
Korean	c
mothers	c
should	c
have	c
made	c
a	c
fire	c
by	c
burning	c
woods	i
to	c
warm	c
a	c
room	c
up	c
and	c
make	c
food	c
.	c
"
"Since the eletric fire and microwave oven had been invented , their life have been far easier than before .","Since	c
the	c
eletric	i
fire	c
and	c
microwave	c
oven	c
had	c
been	c
invented	c
,	c
their	c
life	i
have	c
been	c
far	c
easier	c
than	c
before	c
.	c
"
"Today , however , people do not need to spend many times on making food , washing up , or even on turning on an off the light .","Today	c
,	c
however	c
,	c
people	c
do	c
not	c
need	c
to	c
spend	c
many	i
times	i
on	c
making	c
food	c
,	c
washing	c
up	c
,	c
or	c
even	c
on	c
turning	c
on	i
an	i
off	i
the	i
light	i
.	c
"
"Machines , such as a dish washer , laundry machine and remote controller help us jut to relax or do a little work necessary .","Machines	c
,	c
such	c
as	c
a	i
dish	i
washer	i
,	c
laundry	i
machine	c
and	c
remote	c
controller	i
help	c
us	c
jut	i
to	c
relax	c
or	c
do	c
a	c
little	c
work	i
necessary	i
.	c
"
"From my point of view , people 's home in the future will be controlled by a computer which is devised in every machine , TV , cooker and the light , connecting to the owner .","From	i
my	i
point	i
of	i
view	i
,	c
people	c
's	c
home	i
in	c
the	c
future	c
will	c
be	c
controlled	c
by	c
a	c
computer	c
which	c
is	c
devised	i
in	i
every	c
machine	c
,	c
TV	c
,	c
cooker	c
and	c
the	c
light	c
,	c
connecting	i
to	c
the	c
owner	c
.	c
"
"He / she can just press the button or send e - mail to operate what he / she needs , even though the owner is far from the house .","He	c
/	c
she	c
can	c
just	c
press	c
the	c
button	c
or	c
send	c
e	c
-	c
mail	c
to	c
operate	c
what	c
he	c
/	c
she	c
needs	c
,	c
even	c
though	c
the	c
owner	c
is	c
far	c
from	c
the	c
house	c
.	c
"
"On the other hand , people will still be living in a building which is constructed for a \"" family \"" .","On	c
the	c
other	c
hand	c
,	c
people	c
will	c
still	c
be	c
living	c
in	c
a	c
building	c
which	c
is	c
constructed	c
for	c
a	c
""\""""""	c
family	c
""\""""""	c
.	c
"
"In spite of the computer , children will need food their mothers make and love expressed not by a computer , but by parents themselves .","In	c
spite	c
of	c
the	c
computer	c
,	c
children	c
will	c
need	c
food	c
their	c
mothers	c
make	c
and	c
love	c
expressed	c
not	c
by	c
a	c
computer	c
,	c
but	c
by	c
parents	c
themselves	c
.	c
"
"Computer might know better than human , but there are many things which it can not replace in our life .","Computer	i
might	c
know	c
better	i
than	c
human	i
,	c
but	c
there	c
are	c
many	c
things	c
which	c
it	c
can	c
not	c
replace	c
in	c
our	c
life	c
.	c
"
"Dear Ms Ryan , I was enthusiatic about receiving your letter .","Dear	c
Ms	c
Ryan	c
,	c
I	c
was	c
enthusiatic	i
about	c
receiving	c
your	c
letter	c
.	c
"
I will give you all the necessary information .,"I	c
will	c
give	c
you	c
all	c
the	c
necessary	c
information	c
.	c
"
"I would like to travel in July because during that period I will be free from work , my current post finishes at the end of June but I will start another job at the beginning of August .","I	c
would	c
like	c
to	c
travel	c
in	c
July	c
because	c
during	c
that	c
period	c
I	c
will	c
be	c
free	c
from	c
work	c
,	i
my	i
current	c
post	c
finishes	c
at	c
the	c
end	c
of	c
June	c
but	c
I	c
will	c
start	c
another	c
job	c
at	c
the	c
beginning	c
of	c
August	c
.	c
"
"I would prefer to stay in tents rather than in log cabins , because it would be a new experience for me and I would like to try something different .","I	c
would	c
prefer	c
to	c
stay	c
in	c
tents	i
rather	c
than	c
in	c
log	i
cabins	i
,	c
because	c
it	c
would	c
be	c
a	c
new	c
experience	c
for	c
me	c
and	c
I	c
would	c
like	c
to	c
try	c
something	c
different	c
.	c
"
"As far as the activities are concerned , I have chosen to do Tennis and Swimming .","As	c
far	c
as	c
the	c
activities	c
are	c
concerned	c
,	c
I	c
have	c
chosen	c
to	c
do	c
Tennis	i
and	i
Swimming	i
.	c
"
I am good at playing Tennis and I have been learning to swim for three months so it could be a useful training for me .,"I	c
am	c
good	c
at	c
playing	c
Tennis	i
and	c
I	c
have	c
been	c
learning	c
to	c
swim	c
for	c
three	c
months	c
so	c
it	c
could	c
be	c
a	c
useful	c
training	c
for	c
me	c
.	c
"
Moreover I would like to know what kind of clothes are the best for living in the camp and if I need to bring with me a large amount of money .,"Moreover	c
I	c
would	c
like	c
to	c
know	c
what	c
kind	c
of	c
clothes	c
are	c
the	c
best	c
for	c
living	c
in	c
the	c
camp	c
and	c
if	c
I	c
need	c
to	c
bring	c
with	c
me	c
a	c
large	c
amount	c
of	c
money	c
.	c
"
"I want to thank you for this prize , let me know if you need further information .","I	c
want	c
to	c
thank	c
you	c
for	c
this	c
prize	c
,	i
let	i
me	c
know	c
if	c
you	c
need	c
further	c
information	c
.	c
"
I look forward to hearing from you .,"I	c
look	c
forward	c
to	c
hearing	c
from	c
you	c
.	c
"
"Yours sincerely , Bianca Botticelli Dear Kim , In your last letter you asked me about the concert ... oh it was fantastic !","Yours	c
sincerely	c
,	c
Bianca	c
Botticelli	c
Dear	c
Kim	c
,	c
In	c
your	c
last	c
letter	c
you	c
asked	c
me	c
about	c
the	c
concert	c
...	c
oh	c
it	c
was	c
fantastic	c
!	c
"
I 've always loved music so working in a concert was great .,"I	c
've	c
always	c
loved	c
music	c
so	c
working	c
in	i
a	c
concert	c
was	c
great	c
.	c
"
"You ca n't imagine how many people are involved in the organization of a concert , apart from the musicists and the singers , there are people who work with lights , who organize the security service ... it was so exciting !","You	c
ca	c
n't	c
imagine	c
how	c
many	c
people	c
are	c
involved	c
in	c
the	c
organization	c
of	c
a	c
concert	c
,	i
apart	i
from	c
the	c
musicists	i
and	c
the	c
singers	c
,	c
there	c
are	c
people	c
who	c
work	c
with	c
lights	c
,	c
who	c
organize	c
the	c
security	c
service	c
...	c
it	c
was	c
so	c
exciting	c
!	c
"
"My work consisted in checking the tickets , the number on them and taking the people to their seats .","My	c
work	c
consisted	c
in	c
checking	c
the	c
tickets	c
,	c
the	c
number	c
on	c
them	c
and	c
taking	c
